name,host_star_name,url,planet_type,mass,planet_radius,orbital_period,orbit_distance,eccentricity,discovery_method,host_star_type
EPIC 205950854 c,EPIC 205950854,https://science.nasa.gov/exoplanet-catalog/epic-205950854-c/,Super Earth,2.27,1.31,8.1,Unknown,Not Found,Transit,G
EPIC 206024342 b,EPIC 206024342,https://science.nasa.gov/exoplanet-catalog/epic-206024342-b/,Super Earth,3.53,1.7,4.5,Unknown,Not Found,Transit,G
EPIC 206024342 c,EPIC 206024342,https://science.nasa.gov/exoplanet-catalog/epic-206024342-c/,Super Earth,2.54,1.4,0.9,Unknown,Not Found,Transit,G
EPIC 206024342 d,EPIC 206024342,https://science.nasa.gov/exoplanet-catalog/epic-206024342-d/,Neptune-like,7.27,0.23195686,14.6,Unknown,Not Found,Transit,G
EPIC 206032309 b,EPIC 206032309,https://science.nasa.gov/exoplanet-catalog/epic-206032309-b/,Super Earth,1.01,1.01,2.9,Unknown,Not Found,Transit,M
EPIC 206042996 b,EPIC 206042996,https://science.nasa.gov/exoplanet-catalog/epic-206042996-b/,Super Earth,3.53,1.7,5.3,Unknown,Not Found,Transit,K
EPIC 206042996 c,EPIC 206042996,https://science.nasa.gov/exoplanet-catalog/epic-206042996-c/,Super Earth,1.87,1.2,0.4,Unknown,Not Found,Transit,K
EPIC 206215704 b,EPIC 206215704,https://science.nasa.gov/exoplanet-catalog/epic-206215704-b/,Terrestrial,0.972,1.0,2.3,Unknown,Not Found,Transit,M
EPIC 206317286 b,EPIC 206317286,https://science.nasa.gov/exoplanet-catalog/epic-206317286-b/,Terrestrial,0.84,0.96,1.6,Unknown,Not Found,Transit,K
EPIC 206317286 c,EPIC 206317286,https://science.nasa.gov/exoplanet-catalog/epic-206317286-c/,Super Earth,5.03,2.094,17.5,Unknown,Not Found,Transit,K
EPIC 211822797 b,EPIC 211822797,https://science.nasa.gov/exoplanet-catalog/epic-211822797-b/,Super Earth,4.35,1.92,21.2,0.1195,0.06,Transit,K
EPIC 211945201 b,EPIC 211945201,https://science.nasa.gov/exoplanet-catalog/epic-211945201-b/,Neptune-like,27.0,0.514,19.5,0.1493,0.0,Transit,F
EPIC 212297394 b,EPIC 212297394,https://science.nasa.gov/exoplanet-catalog/epic-212297394-b/,Super Earth,2.79,1.48,2.3,Unknown,Not Found,Transit,K
EPIC 212297394 c,EPIC 212297394,https://science.nasa.gov/exoplanet-catalog/epic-212297394-c/,Neptune-like,5.77,0.20251618,5.2,Unknown,Not Found,Transit,K
EPIC 212424622 b,EPIC 212424622,https://science.nasa.gov/exoplanet-catalog/epic-212424622-b/,Neptune-like,5.35,2.17,18.1,Unknown,Not Found,Transit,G
EPIC 212499991 b,EPIC 212499991,https://science.nasa.gov/exoplanet-catalog/epic-212499991-b/,Super Earth,3.19,1.6,34.9,Unknown,Not Found,Transit,K
EPIC 212587672 b,EPIC 212587672,https://science.nasa.gov/exoplanet-catalog/epic-212587672-b/,Super Earth,2.13,1.26,15.3,Unknown,Not Found,Transit,F
EPIC 212587672 c,EPIC 212587672,https://science.nasa.gov/exoplanet-catalog/epic-212587672-c/,Neptune-like,5.99,0.20697689,23.2,Unknown,Not Found,Transit,F
EPIC 212624936 b,EPIC 212624936,https://science.nasa.gov/exoplanet-catalog/epic-212624936-b/,Super Earth,1.87,1.2,0.6,Unknown,Not Found,Transit,G
EPIC 212624936 c,EPIC 212624936,https://science.nasa.gov/exoplanet-catalog/epic-212624936-c/,Neptune-like,5.9,0.20519261,11.8,Unknown,Not Found,Transit,G
EPIC 212737443 b,EPIC 212737443,https://science.nasa.gov/exoplanet-catalog/epic-212737443-b/,Neptune-like,7.2,0.231,13.6,0.098,0.2,Transit,K
EPIC 212737443 c,EPIC 212737443,https://science.nasa.gov/exoplanet-catalog/epic-212737443-c/,Neptune-like,7.7,0.23998573,65.6,0.28,0.2,Transit,K
EPIC 220492298 b,EPIC 220492298,https://science.nasa.gov/exoplanet-catalog/epic-220492298-b/,Terrestrial,0.937,0.99,0.8,Unknown,Not Found,Transit,G
EPIC 220554210 c,EPIC 220554210,https://science.nasa.gov/exoplanet-catalog/epic-220554210-c/,Super Earth,3.19,1.6,0.7,Unknown,Not Found,Transit,G
EPIC 220674823 b,EPIC 220674823,https://science.nasa.gov/exoplanet-catalog/epic-220674823-b/,Super Earth,7.8,1.676,0.6,0.01314,0.0,Transit,G
EPIC 220674823 c,EPIC 220674823,https://science.nasa.gov/exoplanet-catalog/epic-220674823-c/,Neptune-like,7.32,0.253,13.3,0.1073,0.17,Transit,G
EPIC 228836835 b,EPIC 228836835,https://science.nasa.gov/exoplanet-catalog/epic-228836835-b/,Super Earth,1.37,1.1,0.7,Unknown,Not Found,Transit,M
EPIC 229004835 b,EPIC 229004835,https://science.nasa.gov/exoplanet-catalog/epic-229004835-b/,Super Earth,10.4,2.332,16.1,0.1237,< 0.23,Transit,G
EPIC 246851721 b,EPIC 246851721,https://science.nasa.gov/exoplanet-catalog/epic-246851721-b/,Gas Giant,953.49,1.051,6.2,0.07229,Not Found,Transit,F
EPIC 248847494 b,EPIC 248847494,https://science.nasa.gov/exoplanet-catalog/epic-248847494-b/,Gas Giant,4131.79,1.11,10,4.5,0.0,Transit,K
EPIC 249893012 b,EPIC 249893012,https://science.nasa.gov/exoplanet-catalog/epic-249893012-b/,Super Earth,8.75,1.95,3.6,0.047,0.06,Transit,G
EPIC 249893012 c,EPIC 249893012,https://science.nasa.gov/exoplanet-catalog/epic-249893012-c/,Neptune-like,14.67,0.327,15.6,0.13,0.07,Transit,G
EPIC 249893012 d,EPIC 249893012,https://science.nasa.gov/exoplanet-catalog/epic-249893012-d/,Neptune-like,10.18,0.35150326,35.7,0.22,0.15,Transit,G
Epsilon Coronae Borealis b,Epsilon Coronae Borealis,https://science.nasa.gov/exoplanet-catalog/epsilon-coronae-borealis-b/,Gas Giant,2129.461,1.13,417.9,1.3,0.11,Radial Velocity,K
Epsilon Eridani b,Epsilon Eridani,https://science.nasa.gov/exoplanet-catalog/epsilon-eridani-b/,Gas Giant,209.7678,1.25,7.3,3.53,0.07,Radial Velocity,K
Epsilon Indi A b,Epsilon Indi A,https://science.nasa.gov/exoplanet-catalog/epsilon-indi-a-b/,Gas Giant,2005.5072999999998,1.14,45.2,28.4,0.4,Radial Velocity,K
Epsilon Tauri b,Epsilon Tauri,https://science.nasa.gov/exoplanet-catalog/epsilon-tauri-b/,Gas Giant,2285.1977,1.13,1.6,1.878,0.08,Radial Velocity,K
FU Tauri b,FU Tauri,https://science.nasa.gov/exoplanet-catalog/fu-tauri-b/,Gas Giant,5085.28,1.09,101250.8,800,Not Found,Imaging,M
G 196-3 b,G 196-3,https://science.nasa.gov/exoplanet-catalog/g-196-3-b/,Gas Giant,8263.58,1.07,9085.5,350,Not Found,Imaging,M
G 264-012 b,G 264-012,https://science.nasa.gov/exoplanet-catalog/g-264-012-b/,Super Earth,2.5,1.39,2.3,0.02279,Not Found,Radial Velocity,M
G 264-012 c,G 264-012,https://science.nasa.gov/exoplanet-catalog/g-264-012-c/,Super Earth,3.75,1.76,8.1,0.0525,Not Found,Radial Velocity,M
G 9-40 b,G 9-40,https://science.nasa.gov/exoplanet-catalog/g-9-40-b/,Super Earth,4.0,1.9,5.7,0.0418,0.0,Transit,M
Gaia-1 b,Gaia-1,https://science.nasa.gov/exoplanet-catalog/gaia-1-b/,Gas Giant,533.9544,1.229,3.1,0.04047,Not Found,Transit,G
Gaia-2 b,Gaia-2,https://science.nasa.gov/exoplanet-catalog/gaia-2-b/,Gas Giant,259.66711,1.322,3.7,0.0467,Not Found,Transit,G
Gaia-4 b,Gaia-4,https://science.nasa.gov/exoplanet-catalog/gaia-4-b/,Gas Giant,3750.3940000000002,1.1,1.6,Unknown,0.34,Astrometry,K
Gaia-5 b,Gaia-5,https://science.nasa.gov/exoplanet-catalog/gaia-5-b/,Gas Giant,6633.1121,1.08,358.6,Unknown,0.64,Astrometry,M
Gaia22dkvL b,Gaia22dkvL,https://science.nasa.gov/exoplanet-catalog/gaia22dkvl-b/,Gas Giant,187.83753,1.26,1.5,1.4,Not Found,Microlensing,Not Found
gam1 Leonis b,gam1 Leonis,https://science.nasa.gov/exoplanet-catalog/gam1-leonis-b/,Gas Giant,2790.5473999999995,1.12,428.5,1.19,0.14,Radial Velocity,K
Gamma Cephei b,Gamma Cephei,https://science.nasa.gov/exoplanet-catalog/gamma-cephei-b/,Gas Giant,2097.678,1.13,2.5,2.13,0.15,Radial Velocity,K
Gamma Librae b,Gamma Librae,https://science.nasa.gov/exoplanet-catalog/gamma-librae-b/,Gas Giant,357.87657999999993,1.22,414.9,1.319,0.16,Radial Velocity,K
Gamma Librae c,Gamma Librae,https://science.nasa.gov/exoplanet-catalog/gamma-librae-c/,Gas Giant,1662.56873,1.14,2.6,2.318,0.07,Radial Velocity,K
Gamma Piscium b,Gamma Piscium,https://science.nasa.gov/exoplanet-catalog/gamma-piscium-b/,Gas Giant,425.8922,1.22,1.5,1.32,0.2,Radial Velocity,K
GJ 1002 b,GJ 1002,https://science.nasa.gov/exoplanet-catalog/gj-1002-b/,Super Earth,1.08,1.03,10.3,0.0457,Not Found,Radial Velocity,M
GJ 1002 c,GJ 1002,https://science.nasa.gov/exoplanet-catalog/gj-1002-c/,Super Earth,1.36,1.1,21.2,0.0738,Not Found,Radial Velocity,M
GJ 1061 b,GJ 1061,https://science.nasa.gov/exoplanet-catalog/gj-1061-b/,Super Earth,1.37,1.1,3.2,0.021,< 0.31,Radial Velocity,M
GJ 1061 c,GJ 1061,https://science.nasa.gov/exoplanet-catalog/gj-1061-c/,Super Earth,1.74,1.18,6.7,0.035,< 0.29,Radial Velocity,M
GJ 1061 d,GJ 1061,https://science.nasa.gov/exoplanet-catalog/gj-1061-d/,Super Earth,1.64,1.16,13,0.054,< 0.53,Radial Velocity,M
GJ 1132 b,GJ 1132,https://science.nasa.gov/exoplanet-catalog/gj-1132-b/,Super Earth,1.83704819,1.19151465,1.6,0.0157,0.01,Transit,Not Found
GJ 1132 c,GJ 1132,https://science.nasa.gov/exoplanet-catalog/gj-1132-c/,Super Earth,2.64,1.43,8.9,0.0476,< 0.27,Radial Velocity,M
GJ 1148 b,GJ 1148,https://science.nasa.gov/exoplanet-catalog/gj-1148-b/,Gas Giant,96.6997775,1.07,41.4,0.166,0.38,Radial Velocity,M
GJ 1148 c,GJ 1148,https://science.nasa.gov/exoplanet-catalog/gj-1148-c/,Gas Giant,68.0599986029,0.866,1.5,0.912,0.34,Radial Velocity,M
GJ 1151 c,GJ 1151,https://science.nasa.gov/exoplanet-catalog/gj-1151-c/,Neptune-like,10.62,0.29,389.7,0.5714,Not Found,Radial Velocity,M
GJ 1214 b,GJ 1214,https://science.nasa.gov/exoplanet-catalog/gj-1214-b/,Neptune-like,8.41,0.24382235,1.6,0.01505,0.01,Transit,M
GJ 1252 b,GJ 1252,https://science.nasa.gov/exoplanet-catalog/gj-1252-b/,Super Earth,1.32,1.193,0.5,0.00915,0.0,Transit,M
GJ 1265 b,GJ 1265,https://science.nasa.gov/exoplanet-catalog/gj-1265-b/,Neptune-like,7.4,0.234,3.7,0.026,0.04,Radial Velocity,M
GJ 1289 b,GJ 1289,https://science.nasa.gov/exoplanet-catalog/gj-1289-b/,Neptune-like,6.27,0.213,111.7,0.27,0.0,Radial Velocity,M
GJ 143 b,GJ 143,https://science.nasa.gov/exoplanet-catalog/gj-143-b/,Neptune-like,22.7,0.2328486,35.6,0.1915,0.19,Transit,K
GJ 15 A b,GJ 15 A,https://science.nasa.gov/exoplanet-catalog/gj-15-a-b/,Super Earth,3.03,1.55,11.4,0.072,0.09,Radial Velocity,Not Found
GJ 15 A c,GJ 15 A,https://science.nasa.gov/exoplanet-catalog/gj-15-a-c/,Neptune-like,36.0,0.595,20.8,5.4,0.27,Radial Velocity,Not Found
GJ 160.2 b,GJ 160.2,https://science.nasa.gov/exoplanet-catalog/gj-1602-b/,Neptune-like,10.2,0.283,5.2,0.053,0.06,Radial Velocity,K
GJ 163 b,GJ 163,https://science.nasa.gov/exoplanet-catalog/gj-163-b/,Neptune-like,10.6,0.29,8.6,0.0607,0.07,Radial Velocity,M
GJ 163 c,GJ 163,https://science.nasa.gov/exoplanet-catalog/gj-163-c/,Neptune-like,6.8,0.223,25.6,0.1254,0.1,Radial Velocity,M
GJ 163 d,GJ 163,https://science.nasa.gov/exoplanet-catalog/gj-163-d/,Neptune-like,29.4,0.528,1.7,1.0304,0.37,Radial Velocity,M
GJ 179 b,GJ 179,https://science.nasa.gov/exoplanet-catalog/gj-179-b/,Gas Giant,301.9385,1.23,6.3,2.41,0.21,Radial Velocity,M
GJ 180 b,GJ 180,https://science.nasa.gov/exoplanet-catalog/gj-180-b/,Neptune-like,6.49,0.217,17.1,0.092,0.07,Radial Velocity,M
GJ 180 c,GJ 180,https://science.nasa.gov/exoplanet-catalog/gj-180-c/,Neptune-like,6.4,0.215,24.3,0.129,0.09,Radial Velocity,M
GJ 180 d,GJ 180,https://science.nasa.gov/exoplanet-catalog/gj-180-d/,Neptune-like,7.56,0.237,106.3,0.309,0.14,Radial Velocity,M
GJ 2030 b,GJ 2030,https://science.nasa.gov/exoplanet-catalog/gj-2030-b/,Super Earth,4.76743,2.03,2.4,0.034,0.24,Radial Velocity,G
GJ 2030 c,GJ 2030,https://science.nasa.gov/exoplanet-catalog/gj-2030-c/,Gas Giant,4069.17749,1.1,70,16.761,0.04,Radial Velocity,G
GJ 2056 b,GJ 2056,https://science.nasa.gov/exoplanet-catalog/gj-2056-b/,Neptune-like,16.2,0.372,70,0.283,0.72,Radial Velocity,K
GJ 2126 b,GJ 2126,https://science.nasa.gov/exoplanet-catalog/gj-2126-b/,Gas Giant,413.179,1.22,272.7,0.71,0.85,Radial Velocity,K
GJ 229 A c,GJ 229 A,https://science.nasa.gov/exoplanet-catalog/gj-229-a-c/,Neptune-like,8.58137,0.256,121.9,0.384,0.37,Radial Velocity,M
GJ 229 b,GJ 229,https://science.nasa.gov/exoplanet-catalog/gj-229-b/,Neptune-like,14.93794,0.354,1.6,1.086,0.4,Radial Velocity,M
GJ 238 b,GJ 238,https://science.nasa.gov/exoplanet-catalog/gj-238-b/,Terrestrial,0.126,0.566,1.7,0.02123,Not Found,Transit,M
GJ 251 b,GJ 251,https://science.nasa.gov/exoplanet-catalog/gj-251-b/,Super Earth,4.0,1.83,14.2,0.0818,0.1,Radial Velocity,M
GJ 27.1 b,GJ 27.1,https://science.nasa.gov/exoplanet-catalog/gj-271-b/,Neptune-like,13.0,0.327,15.8,0.101,0.08,Radial Velocity,M
GJ 273 b,GJ 273,https://science.nasa.gov/exoplanet-catalog/gj-273-b/,Super Earth,2.89,1.51,18.6,0.091101,0.1,Radial Velocity,M
GJ 273 c,GJ 273,https://science.nasa.gov/exoplanet-catalog/gj-273-c/,Super Earth,1.18,1.06,4.7,0.036467,0.17,Radial Velocity,M
GJ 3021 b,GJ 3021,https://science.nasa.gov/exoplanet-catalog/gj-3021-b/,Gas Giant,1071.0871,1.17,133.7,0.49,0.51,Radial Velocity,G
GJ 3082 b,GJ 3082,https://science.nasa.gov/exoplanet-catalog/gj-3082-b/,Neptune-like,8.2,0.249,11.9,0.079,0.22,Radial Velocity,K
GJ 3090 b,GJ 3090,https://science.nasa.gov/exoplanet-catalog/gj-3090-b/,Neptune-like,3.34,2.13,2.9,0.03165,< 0.32,Transit,M
GJ 3138 b,GJ 3138,https://science.nasa.gov/exoplanet-catalog/gj-3138-b/,Super Earth,1.78,1.18,1.2,0.0197,0.19,Radial Velocity,M
GJ 3138 c,GJ 3138,https://science.nasa.gov/exoplanet-catalog/gj-3138-c/,Super Earth,4.18,1.88,6,0.057,0.11,Radial Velocity,M
GJ 3138 d,GJ 3138,https://science.nasa.gov/exoplanet-catalog/gj-3138-d/,Neptune-like,10.5,0.288,257.8,0.698,0.32,Radial Velocity,M
GJ 317 b,GJ 317,https://science.nasa.gov/exoplanet-catalog/gj-317-b/,Gas Giant,794.5749999999999,1.18,1.9,1.151,0.07,Radial Velocity,M
GJ 317 c,GJ 317,https://science.nasa.gov/exoplanet-catalog/gj-317-c/,Gas Giant,522.4998068,1.2,18.5,5.23,0.17,Radial Velocity,M
GJ 3222 b,GJ 3222,https://science.nasa.gov/exoplanet-catalog/gj-3222-b/,Neptune-like,11.44182,0.303,10.7,0.091,0.93,Radial Velocity,K
GJ 328 b,GJ 328,https://science.nasa.gov/exoplanet-catalog/gj-328-b/,Gas Giant,797.7532999999999,1.18,10.3,4.11,0.23,Radial Velocity,M
GJ 328 c,GJ 328,https://science.nasa.gov/exoplanet-catalog/gj-328-c/,Neptune-like,21.4,0.438,241.8,0.657,Not Found,Radial Velocity,M
GJ 3293 b,GJ 3293,https://science.nasa.gov/exoplanet-catalog/gj-3293-b/,Neptune-like,23.54,0.463,30.6,0.14339,0.06,Radial Velocity,M
GJ 3293 c,GJ 3293,https://science.nasa.gov/exoplanet-catalog/gj-3293-c/,Neptune-like,21.09,0.434,122.6,0.36175,0.11,Radial Velocity,M
GJ 3293 d,GJ 3293,https://science.nasa.gov/exoplanet-catalog/gj-3293-d/,Neptune-like,7.6,0.238,48.1,0.19394,0.12,Radial Velocity,M
GJ 3293 e,GJ 3293,https://science.nasa.gov/exoplanet-catalog/gj-3293-e/,Super Earth,3.28,1.63,13.3,0.08208,0.21,Radial Velocity,M
GJ 3323 b,GJ 3323,https://science.nasa.gov/exoplanet-catalog/gj-3323-b/,Super Earth,2.02,1.23,5.4,0.03282,0.23,Radial Velocity,M
GJ 3323 c,GJ 3323,https://science.nasa.gov/exoplanet-catalog/gj-3323-c/,Super Earth,2.31,1.32,40.5,0.1264,0.17,Radial Velocity,M
GJ 3341 b,GJ 3341,https://science.nasa.gov/exoplanet-catalog/gj-3341-b/,Neptune-like,6.6,0.219,14.2,0.089,0.31,Radial Velocity,M
GJ 338 B b,GJ 338 B,https://science.nasa.gov/exoplanet-catalog/gj-338-b-b/,Neptune-like,10.6,0.29,24.4,0.142,0.11,Radial Velocity,K
GJ 341 b,GJ 341,https://science.nasa.gov/exoplanet-catalog/gj-341-b/,Terrestrial,4.0,0.88,7.6,Unknown,0.0,Transit,M
GJ 3470 b,GJ 3470,https://science.nasa.gov/exoplanet-catalog/gj-3470-b/,Neptune-like,13.9,0.40770809,3.3,0.0355,0.02,Radial Velocity,M
GJ 3473 b,GJ 3473,https://science.nasa.gov/exoplanet-catalog/gj-3473-b/,Super Earth,1.86,1.264,1.2,0.01589,0.0,Transit,M
GJ 3473 c,GJ 3473,https://science.nasa.gov/exoplanet-catalog/gj-3473-c/,Neptune-like,7.41,0.235,15.5,0.0876,0.0,Radial Velocity,M
GJ 3512 b,GJ 3512,https://science.nasa.gov/exoplanet-catalog/gj-3512-b/,Gas Giant,146.2018,1.27,203.7,0.337,0.44,Radial Velocity,M
GJ 3512 c,GJ 3512,https://science.nasa.gov/exoplanet-catalog/gj-3512-c/,Gas Giant,63.566,0.832,4.4,1.292,0.02,Radial Velocity,M
GJ 357 b,GJ 357,https://science.nasa.gov/exoplanet-catalog/gj-357-b/,Super Earth,1.84,1.2,3.9,0.036,Not Found,Transit,M
GJ 357 c,GJ 357,https://science.nasa.gov/exoplanet-catalog/gj-357-c/,Super Earth,3.4,1.66,9.1,0.061,Not Found,Radial Velocity,M
GJ 357 d,GJ 357,https://science.nasa.gov/exoplanet-catalog/gj-357-d/,Neptune-like,6.1,0.209,55.7,0.204,Not Found,Radial Velocity,M
GJ 3634 b,GJ 3634,https://science.nasa.gov/exoplanet-catalog/gj-3634-b/,Neptune-like,8.4,0.253,2.6,0.0287,0.08,Radial Velocity,M
GJ 367 b,GJ 367,https://science.nasa.gov/exoplanet-catalog/gj-367-b/,Terrestrial,0.633,0.699,0.3,0.00709,0.06,Transit,M
GJ 367 c,GJ 367,https://science.nasa.gov/exoplanet-catalog/gj-367-c/,Super Earth,4.13,1.86,11.5,Unknown,0.09,Radial Velocity,M
GJ 367 d,GJ 367,https://science.nasa.gov/exoplanet-catalog/gj-367-d/,Neptune-like,6.03,0.208,34.4,Unknown,0.14,Radial Velocity,M
GJ 3779 b,GJ 3779,https://science.nasa.gov/exoplanet-catalog/gj-3779-b/,Neptune-like,8.0,0.245,3,0.026,0.07,Radial Velocity,M
GJ 3929 b,GJ 3929,https://science.nasa.gov/exoplanet-catalog/gj-3929-b/,Super Earth,1.75,1.09,2.6,0.0252,0.0,Transit,M
GJ 3929 c,GJ 3929,https://science.nasa.gov/exoplanet-catalog/gj-3929-c/,Neptune-like,5.71,0.201,15,0.081,0.0,Radial Velocity,M
GJ 393 b,GJ 393,https://science.nasa.gov/exoplanet-catalog/gj-393-b/,Super Earth,1.71,1.17,7,0.05402,Not Found,Radial Velocity,M
GJ 3942 b,GJ 3942,https://science.nasa.gov/exoplanet-catalog/gj-3942-b/,Neptune-like,7.14,0.229,6.9,0.0608,0.12,Radial Velocity,M
GJ 3988 b,GJ 3988,https://science.nasa.gov/exoplanet-catalog/gj-3988-b/,Super Earth,3.69,1.74,6.9,0.0405,0.0,Radial Velocity,M
GJ 3998 b,GJ 3998,https://science.nasa.gov/exoplanet-catalog/gj-3998-b/,Super Earth,2.5,1.39,2.7,0.03,0.0,Radial Velocity,M
GJ 3998 c,GJ 3998,https://science.nasa.gov/exoplanet-catalog/gj-3998-c/,Neptune-like,6.82,0.223,13.7,0.09,0.0,Radial Velocity,M
GJ 3998 d,GJ 3998,https://science.nasa.gov/exoplanet-catalog/gj-3998-d/,Neptune-like,6.07,0.209,41.8,0.189,0.0,Radial Velocity,M
GJ 411 b,GJ 411,https://science.nasa.gov/exoplanet-catalog/gj-411-b/,Super Earth,2.69,1.45,12.9,0.07879,0.06,Radial Velocity,M
GJ 414 A b,GJ 414 A,https://science.nasa.gov/exoplanet-catalog/gj-414-a-b/,Neptune-like,7.6,0.235,50.8,0.2324,0.45,Radial Velocity,K
GJ 414 A c,GJ 414 A,https://science.nasa.gov/exoplanet-catalog/gj-414-a-c/,Gas Giant,53.83086709999999,0.749,2.1,1.4,0.1,Radial Velocity,K
GJ 422 b,GJ 422,https://science.nasa.gov/exoplanet-catalog/gj-422-b/,Neptune-like,11.07,0.297,20.1,0.111,0.11,Radial Velocity,M
GJ 4276 b,GJ 4276,https://science.nasa.gov/exoplanet-catalog/gj-4276-b/,Neptune-like,16.57,0.377,13.4,0.082,0.37,Radial Velocity,M
GJ 433 b,GJ 433,https://science.nasa.gov/exoplanet-catalog/gj-433-b/,Neptune-like,6.043,0.208,7.4,0.062,0.04,Radial Velocity,M
GJ 433 c,GJ 433,https://science.nasa.gov/exoplanet-catalog/gj-433-c/,Neptune-like,32.422,0.56,14,4.819,0.12,Radial Velocity,M
GJ 433 d,GJ 433,https://science.nasa.gov/exoplanet-catalog/gj-433-d/,Neptune-like,5.223,2.14,36.1,0.178,0.07,Radial Velocity,M
GJ 436 b,GJ 436,https://science.nasa.gov/exoplanet-catalog/gj-436-b/,Neptune-like,22.1,0.372,2.6,0.0291,0.14,Radial Velocity,M
GJ 463 b,GJ 463,https://science.nasa.gov/exoplanet-catalog/gj-463-b/,Gas Giant,1144.1879999999999,1.16,9.4,3.53,0.09,Radial Velocity,M
GJ 480 b,GJ 480,https://science.nasa.gov/exoplanet-catalog/gj-480-b/,Neptune-like,13.2,0.33,9.6,0.068,0.1,Radial Velocity,M
GJ 486 b,GJ 486,https://science.nasa.gov/exoplanet-catalog/gj-486-b/,Super Earth,2.77,1.289,1.5,0.01714,0.0,Radial Velocity,M
GJ 504 b,GJ 504,https://science.nasa.gov/exoplanet-catalog/gj-504-b/,Gas Giant,1271.32,1.16,259.9,43.5,Not Found,Imaging,Not Found
GJ 514 b,GJ 514,https://science.nasa.gov/exoplanet-catalog/gj-514-b/,Neptune-like,5.2,2.13,140.4,0.422,0.45,Radial Velocity,M
GJ 536 b,GJ 536,https://science.nasa.gov/exoplanet-catalog/gj-536-b/,Neptune-like,5.36,2.17,8.7,0.06661,0.08,Radial Velocity,M
GJ 581 b,GJ 581,https://science.nasa.gov/exoplanet-catalog/gj-581-b/,Neptune-like,20.5,0.427,5.4,0.0399,0.03,Radial Velocity,M
GJ 581 c,GJ 581,https://science.nasa.gov/exoplanet-catalog/gj-581-c/,Neptune-like,6.81,0.223,12.9,0.0718,0.03,Radial Velocity,M
GJ 581 e,GJ 581,https://science.nasa.gov/exoplanet-catalog/gj-581-e/,Super Earth,2.48,1.38,3.1,0.02799,0.01,Radial Velocity,M
GJ 625 b,GJ 625,https://science.nasa.gov/exoplanet-catalog/gj-625-b/,Super Earth,2.82,1.49,14.6,0.078361,0.13,Radial Velocity,M
GJ 649 b,GJ 649,https://science.nasa.gov/exoplanet-catalog/gj-649-b/,Gas Giant,82.00014,0.966,1.6,1.112,0.08,Radial Velocity,M
GJ 667 C b,GJ 667 C,https://science.nasa.gov/exoplanet-catalog/gj-667-c-b/,Neptune-like,5.68,0.201,7.2,0.050431,0.2,Radial Velocity,M
GJ 667 C c,GJ 667 C,https://science.nasa.gov/exoplanet-catalog/gj-667-c-c/,Super Earth,3.8,1.77,28.1,0.125,0.02,Radial Velocity,M
GJ 667 C e,GJ 667 C,https://science.nasa.gov/exoplanet-catalog/gj-667-c-e/,Super Earth,2.7,1.45,62.2,0.213,0.02,Radial Velocity,M
GJ 667 C f,GJ 667 C,https://science.nasa.gov/exoplanet-catalog/gj-667-c-f/,Super Earth,2.7,1.45,39,0.156,0.03,Radial Velocity,M
GJ 667 C g,GJ 667 C,https://science.nasa.gov/exoplanet-catalog/gj-667-c-g/,Super Earth,4.6,1.99,256.2,0.549,0.08,Radial Velocity,M
GJ 674 b,GJ 674,https://science.nasa.gov/exoplanet-catalog/gj-674-b/,Neptune-like,11.09,0.297,4.7,0.039,0.2,Radial Velocity,M
GJ 676 A b,GJ 676 A,https://science.nasa.gov/exoplanet-catalog/gj-676-a-b/,Gas Giant,1840.8713599999999,1.14,2.9,1.735,0.32,Radial Velocity,M
GJ 676 A c,GJ 676 A,https://science.nasa.gov/exoplanet-catalog/gj-676-a-c/,Gas Giant,4288.16236,1.1,38.1,9.726,0.29,Radial Velocity,M
GJ 676 A d,GJ 676 A,https://science.nasa.gov/exoplanet-catalog/gj-676-a-d/,Super Earth,3.81394,1.78,3.6,0.039,0.19,Radial Velocity,M
GJ 676 A e,GJ 676 A,https://science.nasa.gov/exoplanet-catalog/gj-676-a-e/,Neptune-like,6.6744,0.221,35.5,0.181,0.15,Radial Velocity,M
GJ 680 b,GJ 680,https://science.nasa.gov/exoplanet-catalog/gj-680-b/,Gas Giant,7977.533,1.07,47.3,10.138,0.38,Radial Velocity,M
GJ 682 b,GJ 682,https://science.nasa.gov/exoplanet-catalog/gj-682-b/,Super Earth,4.4,1.93,17.5,0.08,0.08,Radial Velocity,M
GJ 682 c,GJ 682,https://science.nasa.gov/exoplanet-catalog/gj-682-c/,Neptune-like,8.7,0.258,57.3,0.176,0.1,Radial Velocity,M
GJ 685 b,GJ 685,https://science.nasa.gov/exoplanet-catalog/gj-685-b/,Neptune-like,9.0,0.263,24.2,0.1344,0.0,Radial Velocity,M
GJ 687 b,GJ 687,https://science.nasa.gov/exoplanet-catalog/gj-687-b/,Neptune-like,17.2,0.385,38.1,0.163,0.17,Radial Velocity,M
GJ 687 c,GJ 687,https://science.nasa.gov/exoplanet-catalog/gj-687-c/,Neptune-like,16.0,0.369,2,1.165,0.4,Radial Velocity,M
GJ 720 A b,GJ 720 A,https://science.nasa.gov/exoplanet-catalog/gj-720-a-b/,Neptune-like,13.64,0.336,19.5,0.119,0.12,Radial Velocity,M
GJ 724 b,GJ 724,https://science.nasa.gov/exoplanet-catalog/gj-724-b/,Neptune-like,10.75,0.292,5.1,0.04685,0.58,Radial Velocity,M
